size,time,flop,bandwithd
900,0.0005001306533813476,3.2373540574915385,25.92762493626353
1300,0.0010993003845214844,3.0735002439489896,24.606923076602758
1700,0.0018994808197021484,3.0420417727124387,24.350653884071797
2100,0.002798652648925781,3.1507661386219588,25.218134886117358
2500,0.003298377990722656,3.78898356560458,30.323995697681145
2900,0.004697036743164062,3.5803637313408596,28.65278841939414
3300,0.010593628883361817,2.0556412009299416,16.450113735218725
3700,0.007595586776733399,3.6042376717830886,28.841695373825264
4100,0.009796047210693359,3.4315779902841737,27.459320500861576
4500,0.011093330383300782,3.6504366678702223,29.20998372930314
4900,0.013128042221069336,3.6574455803425168,29.265536591845702
5300,0.016199207305908202,3.467743756789375,27.747184878365253
5700,0.017993521690368653,3.6109829480895135,28.8929320755635
6100,0.021700358390808104,3.4291553466471982,27.437740394748726
6500,0.02450418472290039,3.448125328611181,27.58924680192259
6900,0.029607152938842772,3.215881655243056,25.730782070590283
7300,0.035490012168884276,3.002892743255726,24.026433012823812
7700,0.03768751621246338,3.146195661490363,25.172834278908024
8100,0.04017541408538818,3.2659750493454607,26.13102624826017
8500,0.044315767288208005,3.260498663157476,26.087058190406612
8900,0.050522875785827634,3.1354331584671296,25.086283792965165
9300,0.05301444530487061,3.2627088523759133,26.104477601180434
9700,0.060197758674621585,3.1258688719141565,25.009529144391585
10100,0.06449754238128662,3.163064707085516,25.307023178507652
10500,0.07236747741699219,3.0468037282757092,24.37675131102173
10900,0.08394858837127686,2.8304120963789585,22.64537423300433
11300,0.07385988235473633,3.4574750440774875,27.662248230875804
11700,0.08710405826568604,3.143002811246154,25.146171643564678
12100,0.08804678916931152,3.3255942977879474,26.606953213195954
12500,0.0939211130142212,3.327127308986258,26.619147918545686
12900,0.09889564514160157,3.365235137740165,26.92396815034195
13300,0.10341048240661621,3.4209945816611524,27.37001447175257
13700,0.11134047508239746,3.3713373301327336,26.97266737704793
14100,0.1201927900314331,3.3080678125203447,26.466419484630304
14500,0.13283135890960693,3.165558972306717,25.326218353975545
14900,0.1443622589111328,3.075631424369182,24.60670279610081
15300,0.13873634338378907,3.374492137975028,26.99770160179714
15700,0.14551832675933837,3.3876440925222835,27.102878983226788
16100,0.1647505760192871,3.146598406668461,25.174350829064533
16500,0.18131864070892334,3.0029096725585807,24.024733380794746
16900,0.21422989368438722,2.6663090298757335,21.33173443446958
17300,0.1875868558883667,3.1908562951564465,25.52832594438179
17700,0.21911213397979737,2.8595509003521022,22.87769969171214
18100,0.26119413375854494,2.508486276363644,20.068998964753785
18300,0.20602138042449952,3.25093297899461,26.00888504367479
18500,0.22434792518615723,3.0509820825489586,24.409176039653836
19300,0.23569345474243164,3.160718658115055,25.287059441311794
19700,0.23297488689422607,3.331519162202181,26.653506233138536
20500,0.24978890419006347,3.364759146228858,26.9193862785979
20900,0.25880582332611085,3.3755001675492164,27.005293428785336
21300,0.2680996894836426,3.384407873606881,27.076534157802154
22100,0.3047343254089355,3.2054081819932647,25.644425810952157
22500,0.30628199577331544,3.305703612919357,26.446804290759168
23000,0.3343041896820068,3.1647135532652384,25.31880921998378
