size,time,flop,bandwithd
900,0.00040004253387451174,4.047319629536921,32.41455320865367
1300,0.0009994029998779297,3.380718289231356,27.066558738871127
1700,0.001699209213256836,3.4005818441419953,27.22066219929844
2100,0.0033979892730712892,2.595034678267215,20.770165626864625
2500,0.0032979726791381838,3.7894492210486743,30.327722431629397
2900,0.00479736328125,3.505488122137405,28.053576956743004
3300,0.0059970378875732425,3.6312426915168525,29.05874587871222
3700,0.008299827575683594,3.29841791897047,26.394476030058602
4100,0.010001158714294434,3.361200532889608,26.896163503088353
4500,0.012009167671203613,3.372048847073959,26.982386196255316
4900,0.014002203941345215,3.4291101744506594,27.438480514167495
5300,0.01580989360809326,3.5531358649525346,28.430450649579637
5700,0.01788959503173828,3.6319603593445144,29.06078081016707
6100,0.021287012100219726,3.4957418941492446,27.970520108543283
6500,0.024885058403015137,3.3953506811847607,27.166984664102205
6900,0.02798330783843994,3.402496250611525,27.22391521396603
7300,0.03248002529144287,3.281176632213936,26.253009114024625
7700,0.036178207397460936,3.2774509443583337,26.22301291983256
8100,0.04207420349121094,3.118583101101591,24.951745081028154
8500,0.04587442874908447,3.1497176954575954,25.20070617823382
8900,0.05183987617492676,3.055776974957711,24.44896271980323
9300,0.054248261451721194,3.1885021818429533,25.51076039978957
9700,0.05553379058837891,3.3883928686722284,27.109937644253787
10100,0.05997710227966309,3.401463095845083,27.21439912833963
10500,0.06506452560424805,3.388782104416116,27.11283888750621
10900,0.07319002151489258,3.2464685087112826,25.974130908175482
11300,0.07731742858886718,3.3028607477094774,26.42522439363933
11700,0.08587820529937744,3.1878670385067376,25.505116139355074
12100,0.09832775592803955,2.9778763609157246,23.824979812561327
12500,0.09724042415618897,3.2135555013425083,25.71050076853124
12900,0.10258111953735352,3.2443309402449327,25.956659588126524
13300,0.10698478221893311,3.306701127605734,26.455598088782327
13700,0.1181260108947754,3.17767693293537,25.423271108978305
14100,0.1198347568511963,3.317951406149415,26.545493841574423
14500,0.12839264869689943,3.2749966938734425,26.201780508024058
14900,0.13473069667816162,3.295500661297838,26.365774746088622
15300,0.14667682647705077,3.1918109441319933,25.536156528352727
15700,0.15916225910186768,3.0972436731027484,24.779527648421773
16100,0.16271724700927734,3.185918576722498,25.488931728076313
16500,0.1695507526397705,3.2113304808314,25.692200902552692
16900,0.18373641967773438,3.1088180612306755,24.87201616323751
17300,0.18339102268218993,3.263860418278422,26.112392689465402
17700,0.1983891248703003,3.158249225655005,25.26742130284196
18100,0.19875836372375488,3.296474612311837,26.373253944098085
18300,0.20594050884246826,3.2522096005518093,26.019098574233563
18500,0.20678348541259767,3.3101361969706895,26.48252102470066
19300,0.24490540027618407,3.041830433954886,24.335904366660806
19700,0.23162004947662354,3.351006537447159,26.809413148954143
20500,0.2503144979476929,3.357694048451126,26.862862739197467
20900,0.2647761106491089,3.2993879162978033,26.39636628420096
21300,0.29351353645324707,3.0913691782815973,24.732114531134407
22100,0.2945393562316895,3.3163578290421563,26.53206315102013
22500,0.3078303813934326,3.28907593661449,26.313776968126163
23000,0.34152979850769044,3.097758979224698,24.783149338605682
