size,time,flop,bandwithd
900,0.0004001140594482422,4.046596118698606,32.40875868716482
1300,0.0008997201919555664,3.7552786190741188,30.06534725113284
1700,0.0017988920211791993,3.2121438818836063,25.712271473459595
2100,0.0024987936019897463,3.528862885265297,28.244349570849273
2500,0.0034980058670043947,3.572749868113443,28.593434031502824
2900,0.004597306251525879,3.658033439564372,29.274360383394267
3300,0.005896544456481934,3.693129113282845,29.5539873032642
3700,0.007895541191101075,3.4673114023970064,27.74598912192485
4100,0.009794354438781738,3.4321710746850695,27.464066333447743
4500,0.011990237236022949,3.3773727077173312,27.024986547095192
4900,0.01469106674194336,3.2683195062286186,26.151892626224463
5300,0.015098118782043457,3.7206423403430815,29.770755316521942
5700,0.017989277839660645,3.611834815111494,28.89974820744707
6100,0.020588016510009764,3.614427837855115,28.92016332464645
6500,0.02654120922088623,3.1834834387842825,25.471785945155446
6900,0.02998208999633789,3.175665872913784,25.40900918158309
7300,0.03397910594940186,3.1364186026170597,25.09478622744664
7700,0.03831777572631836,3.094446317732354,24.758785759800496
8100,0.04490952491760254,2.921694233923431,23.37643967345812
8500,0.04427304267883301,3.2636451270850095,26.112232863378903
8900,0.0486980676651001,3.2529237317875497,26.026313994966085
9300,0.055337953567504886,3.125715514380179,25.008413047146927
9700,0.05636565685272217,3.338385650178267,26.70983865110926
10100,0.06009483337402344,3.3947993287586886,27.161083713155808
10500,0.0649958610534668,3.3923621662404204,27.141482109896685
10900,0.073720383644104,3.223112635266426,25.787266777904804
11300,0.07694463729858399,3.3188628729126464,26.553252724704176
11700,0.08404874801635742,3.2572561336275907,26.06027634788469
12100,0.08950462341308593,3.271427651827764,26.173584231376076
12500,0.09327950477600097,3.350012425027336,26.802243493934455
12900,0.10513620376586914,3.165485228486448,25.32584499559792
13300,0.10664069652557373,3.3173704929352414,26.540959429323014
13700,0.11379215717315674,3.298700976630645,26.391534132094254
14100,0.12063171863555908,3.296031130926756,26.37011920231652
14500,0.127203631401062,3.305609245338647,26.446697810011685
14900,0.1378507137298584,3.22091259440341,25.76903016230505
15300,0.1474303960800171,3.175496454244795,25.40563207852413
15700,0.16859307289123535,2.923989055695228,23.393402423742373
16100,0.15986478328704834,3.2427648500243467,25.943730161963785
16500,0.17500004768371583,3.111333437943203,24.892176074563142
16900,0.18799638748168945,3.038372745623286,24.30842029049681
17300,0.18653450012207032,3.2088578767375133,25.672346921701713
17700,0.2057748556137085,3.044892429307379,24.360515695903388
18100,0.20236642360687257,3.2377006438223614,25.903036218020013
18300,0.20666053295135497,3.2408786062583737,25.928445666310605
18500,0.2064300298690796,3.3158039091216835,26.52786517287741
19300,0.22617559432983397,3.2937271689606655,26.351182662566522
19700,0.2320093870162964,3.345383176006936,26.76442397377584
20500,0.2555639982223511,3.288724178077495,26.311076860480572
20900,0.27824504375457765,3.139675331541742,25.118604470686158
21300,0.27835018634796144,3.259773998734545,26.07941634687957
22100,0.29996111392974856,3.2564150972874697,26.05249959776528
22500,0.31894378662109374,3.1744700554484435,25.3968891691345
23000,0.34954712390899656,3.026707781682223,24.2147150442686
