size,time,flop,bandwithd
900,0.0004001617431640625,4.046113921830314,32.404896823641565
1300,0.0008998870849609375,3.75458216532429,30.05977133361594
1700,0.0013994455337524414,4.128992419237781,33.0513756230131
2100,0.002299189567565918,3.8352209510654847,30.696381453538656
2500,0.0032982587814331054,3.789120511207975,30.325091700821897
2900,0.004507899284362793,3.730584677953193,29.8549704663652
3300,0.006096863746643066,3.571787217975841,28.58295793406095
3700,0.00759577751159668,3.6041471670548355,28.84097114028689
4100,0.009294772148132324,3.6166459450815824,28.94022529148829
4500,0.011193418502807617,3.6177955813804883,28.94879700233873
4900,0.012792491912841797,3.7533813057798255,30.033179041084246
5300,0.014991402626037598,3.7471276972065173,29.982678153098433
5700,0.018768906593322754,3.461805282952142,27.69930136393534
6100,0.019588398933410644,3.798876072157031,30.395991118214894
6500,0.023339271545410156,3.620228670616598,28.966285373758836
6900,0.027685546875,3.439090455026455,27.51671128042328
7300,0.03278210163116455,3.2509416631997095,26.01109622542857
7700,0.03561918735504151,3.3288884111281494,26.63456609898546
8100,0.04040844440460205,3.2471405898777066,25.98033196943452
8500,0.04392695426940918,3.289358490775769,26.317963975141524
8900,0.055466222763061526,2.855992207666537,22.85050498957111
9300,0.04978511333465576,3.4743458117146417,27.797755338976955
9700,0.05467157363891602,3.441830689615593,27.537484286502238
10100,0.07951791286468506,2.56558418915197,20.52670575971442
10500,0.06895079612731933,3.1977803358914194,25.584679207221566
10900,0.07755153179168701,3.0638866120432975,24.513341723622524
11300,0.07995097637176514,3.1940660588378256,25.554789856469295
11700,0.08072504997253419,3.3913673648160843,27.133257901298755
12100,0.08405416011810303,3.483562260197244,27.87080135841431
12500,0.10929572582244873,2.859100826208309,22.874636507391156
12900,0.10447571277618409,3.1854972907719232,25.48595390494403
13300,0.10622241497039794,3.3304336010303257,26.645472151887724
13700,0.11430025100708008,3.284037407553451,26.27421701649611
14100,0.11818454265594483,3.3642800578202343,26.91614934163294
14500,0.12685561180114746,3.314677955746508,26.519252496873538
14900,0.1374762773513794,3.2296852122723334,25.839215815544904
15300,0.14206066131591796,3.2955266832024943,26.365936673140826
15700,0.15461761951446534,3.1882802331844236,25.50786651860864
16100,0.16171729564666748,3.2056181617867834,25.646538197508296
16500,0.16729750633239746,3.2545822824052446,26.0382362863494
16900,0.1846010208129883,3.0942575370623895,24.75552507713147
17300,0.20146698951721193,2.9710212151100963,23.769543643232335
17700,0.1926421880722046,3.25246669107162,26.021203611543022
18100,0.19984140396118164,3.278609372296395,26.23032412751773
18300,0.206488299369812,3.243581849645071,25.950072795182216
18500,0.2015761613845825,3.3956470611328564,27.16664491666841
19300,0.22344331741333007,3.334003042131514,26.673406343028283
19700,0.23303263187408446,3.3306936189923224,26.646901552205183
20500,0.2572949409484863,3.26659940106741,26.134070010129978
20900,0.2610283136367798,3.346759927413893,26.775360506390705
21300,0.26742608547210694,3.392932661741553,27.144735664753057
22100,0.2914928913116455,3.351017911979439,26.80935636143862
22500,0.30279130935668946,3.3438129454610506,26.75169250137874
23000,0.32962594032287595,3.2096290691311733,25.678148970039018
